18:13:13.663 INFO    thonny: TIME/MODS 0.177 After loading Jedi (+130 modules)
18:13:13.663 INFO    thonny: NEW MODS ['_blake2', '_compat_pickle', '_ctypes', '_hashlib', '_json', '_pickle', '_sysconfigdata__linux_x86_64-linux-gnu', 'colorama', 'colorama.ansi', 'colorama.ansitowin32', 'colorama.initialise', 'colorama.win32', 'colorama.winterm', 'ctypes', 'ctypes._endian', 'difflib', 'filecmp', 'gc', 'hashlib', 'jedi', 'jedi._compatibility', 'jedi.api', 'jedi.api.classes', 'jedi.api.completion', 'jedi.api.completion_cache', 'jedi.api.environment', 'jedi.api.errors', 'jedi.api.exceptions', 'jedi.api.file_name', 'jedi.api.helpers', 'jedi.api.interpreter', 'jedi.api.keywords', 'jedi.api.project', 'jedi.api.refactoring', 'jedi.api.refactoring.extract', 'jedi.api.strings', 'jedi.cache', 'jedi.common', 'jedi.debug', 'jedi.file_io', 'jedi.inference', 'jedi.inference.analysis', 'jedi.inference.arguments', 'jedi.inference.base_value', 'jedi.inference.cache', 'jedi.inference.compiled', 'jedi.inference.compiled.access', 'jedi.inference.compiled.getattr_static', 'jedi.inference.compiled.mixed', 'jedi.inference.compiled.subprocess', 'jedi.inference.compiled.subprocess.functions', 'jedi.inference.compiled.value', 'jedi.inference.context', 'jedi.inference.docstring_utils', 'jedi.inference.docstrings', 'jedi.inference.filters', 'jedi.inference.flow_analysis', 'jedi.inference.gradual', 'jedi.inference.gradual.annotation', 'jedi.inference.gradual.base', 'jedi.inference.gradual.conversion', 'jedi.inference.gradual.generics', 'jedi.inference.gradual.stub_value', 'jedi.inference.gradual.type_var', 'jedi.inference.gradual.typeshed', 'jedi.inference.gradual.typing', 'jedi.inference.gradual.utils', 'jedi.inference.helpers', 'jedi.inference.imports', 'jedi.inference.lazy_value', 'jedi.inference.names', 'jedi.inference.param', 'jedi.inference.parser_cache', 'jedi.inference.recursion', 'jedi.inference.references', 'jedi.inference.signature', 'jedi.inference.syntax_tree', 'jedi.inference.sys_path', 'jedi.inference.utils', 'jedi.inference.value', 'jedi.inference.value.decorator', 'jedi.inference.value.dynamic_arrays', 'jedi.inference.value.function', 'jedi.inference.value.instance', 'jedi.inference.value.iterable', 'jedi.inference.value.klass', 'jedi.inference.value.module', 'jedi.inference.value.namespace', 'jedi.parser_utils', 'jedi.plugins', 'jedi.plugins.django', 'jedi.plugins.flask', 'jedi.plugins.pytest', 'jedi.plugins.registry', 'jedi.plugins.stdlib', 'jedi.settings', 'json', 'json.decoder', 'json.encoder', 'json.scanner', 'parso', 'parso._compatibility', 'parso.cache', 'parso.file_io', 'parso.grammar', 'parso.normalizer', 'parso.parser', 'parso.pgen2', 'parso.pgen2.generator', 'parso.pgen2.grammar_parser', 'parso.python', 'parso.python.diff', 'parso.python.errors', 'parso.python.parser', 'parso.python.pep8', 'parso.python.prefix', 'parso.python.token', 'parso.python.tokenize', 'parso.python.tree', 'parso.tree', 'parso.utils', 'pickle', 'pkgutil', 'pydoc', 'pydoc_data', 'pydoc_data.topics', 'sysconfig', 'zipfile', 'zipfile._path', 'zipfile._path.glob']
18:13:13.663 INFO    thonny: TIME/MODS 0.000 sent ready 
18:13:13.663 INFO    thonny: TIME/MODS 0.000 Beginning of mainloop 
18:13:13.663 INFO    thonny: TIME/MODS 0.000 before get_globals 
18:13:13.663 INFO    thonny: TIME/MODS 0.000 befsubcode 
18:13:13.670 INFO    thonny: TIME/MODS 0.006 affsubcode 
18:13:13.684 INFO    thonny: TIME/MODS 0.014 affforw 
18:13:13.685 INFO    thonny: TIME/MODS 0.001 after get_globals 
18:13:50.250 INFO    thonny: TIME/MODS 36.566 before get_dirs_children_info 
18:13:50.251 INFO    thonny: TIME/MODS 0.001 befsubcode 
18:13:50.264 INFO    thonny: TIME/MODS 0.013 affsubcode 
18:13:50.279 INFO    thonny: TIME/MODS 0.015 affforw 
18:13:50.279 INFO    thonny: TIME/MODS 0.001 after get_dirs_children_info 
18:36:26.411 INFO    thonny.plugins.micropython.connection: Detected connection error
18:36:26.423 INFO    thonny.backend: Handling connection error
